Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
0,0.8252086287077022,1,-0.5904949280793784,0.4313502389523841,-0.4743258521037861,-0.5002397510893574,-0.5696840153107805
1,-1.5722112109038908,0,0.6439710094454072,0.4313502389523841,-0.4743258521037861,0.788946607905507,1.0031392443515916
1,0.8252086287077022,0,-0.28187844369818205,-0.4751990812099552,-0.4743258521037861,-0.48664993466069395,-0.5696840153107805
1,-1.5722112109038908,0,0.4125086461595099,0.4313502389523841,-0.4743258521037861,0.4228611129909654,-0.5696840153107805
0,0.8252086287077022,1,0.4125086461595099,-0.4751990812099552,-0.4743258521037861,-0.4841333019887193,-0.5696840153107805
0,0.8252086287077022,1,0.00352372718875205,-0.4751990812099552,-0.4743258521037861,-0.47591297302898106,2.5759625040139635
0,-1.5722112109038908,1,1.878436946970193,-0.4751990812099552,-0.4743258521037861,0.39794644953841574,-0.5696840153107805
0,0.8252086287077022,1,-2.1335773499853605,2.244448879277063,0.7658967435440545,-0.22190017756895475,-0.5696840153107805
1,0.8252086287077022,0,-0.20472432260288295,-0.4751990812099552,2.006119339191895,-0.4220570338487224,-0.5696840153107805
1,-0.3735012910980943,0,-1.2077278968417713,0.4313502389523841,-0.4743258521037861,-0.040787184044554156,1.0031392443515916
1,0.8252086287077022,0,-1.9792691077947624,0.4313502389523841,0.7658967435440545,-0.3099823210880695,-0.5696840153107805
1,-1.5722112109038908,0,2.1870534313513894,-0.4751990812099552,-0.4743258521037861,-0.11167166653646252,-0.5696840153107805
0,0.8252086287077022,1,-0.7448031702699767,-0.4751990812099552,-0.4743258521037861,-0.4841333019887193,-0.5696840153107805
0,0.8252086287077022,1,0.7211251305407064,0.4313502389523841,5.726787126135417,-0.016542951535818605,-0.5696840153107805
0,0.8252086287077022,0,-1.2077278968417713,-0.4751990812099552,-0.4743258521037861,-0.4880753554061005,-0.5696840153107805
1,-0.3735012910980943,0,1.955591068065492,-0.4751990812099552,-0.4743258521037861,-0.32407546405112786,-0.5696840153107805
0,0.8252086287077022,1,-2.1335773499853605,3.1509981994394023,0.7658967435440545,-0.05982903349378355,2.5759625040139635
1,-0.3735012910980943,1,0.00352372718875205,-0.4751990812099552,-0.4743258521037861,-0.38447464817852084,-0.5696840153107805
0,0.8252086287077022,0,0.10389216177831348,0.4313502389523841,-0.4743258521037861,-0.28380934129953256,-0.5696840153107805
1,0.8252086287077022,0,0.00352372718875205,-0.4751990812099552,-0.4743258521037861,-0.5007430776237524,1.0031392443515916
0,-0.3735012910980943,1,0.4125086461595099,-0.4751990812099552,-0.4743258521037861,-0.12274485029315124,-0.5696840153107805
1,-0.3735012910980943,1,0.3353545250642108,-0.4751990812099552,-0.4743258521037861,-0.38447464817852084,-0.5696840153107805
1,0.8252086287077022,0,-1.1305737757464722,-0.4751990812099552,-0.4743258521037861,-0.48455206966533587,2.5759625040139635
1,-1.5722112109038908,1,-0.12757020150758383,-0.4751990812099552,-0.4743258521037861,0.06851923277692655,-0.5696840153107805
0,0.8252086287077022,0,-1.670652623413566,2.244448879277063,0.7658967435440545,-0.22190017756895475,-0.5696840153107805
1,0.8252086287077022,0,0.6439710094454072,0.4313502389523841,5.726787126135417,-0.014277982131041355,-0.5696840153107805
0,0.8252086287077022,1,0.00352372718875205,-0.4751990812099552,-0.4743258521037861,-0.5007430776237524,1.0031392443515916
0,-1.5722112109038908,1,-0.8219572913652758,2.244448879277063,2.006119339191895,4.648790695770894,-0.5696840153107805
1,0.8252086287077022,0,0.00352372718875205,-0.4751990812099552,-0.4743258521037861,-0.4875720288717055,2.5759625040139635
0,0.8252086287077022,1,0.00352372718875205,-0.4751990812099552,-0.4743258521037861,-0.48723782005286725,-0.5696840153107805
0,-1.5722112109038908,1,0.7982792516360054,-0.4751990812099552,-0.4743258521037861,-0.08809987827767862,1.0031392443515916
1,-1.5722112109038908,0,0.00352372718875205,0.4313502389523841,-0.4743258521037861,2.3037078131670836,1.0031392443515916
1,0.8252086287077022,0,0.00352372718875205,-0.4751990812099552,-0.4743258521037861,-0.49017322040145855,2.5759625040139635
0,-0.3735012910980943,1,2.8042864001137824,-0.4751990812099552,-0.4743258521037861,-0.434807301618015,-0.5696840153107805
0,-1.5722112109038908,1,-0.12757020150758383,0.4313502389523841,-0.4743258521037861,1.008145313634504,1.0031392443515916
0,-1.5722112109038908,1,0.9525874938266037,0.4313502389523841,-0.4743258521037861,0.40071474547758795,-0.5696840153107805
1,0.8252086287077022,1,0.00352372718875205,-0.4751990812099552,-0.4743258521037861,-0.500658518765974,1.0031392443515916
0,0.8252086287077022,1,-0.6676490491746776,-0.4751990812099552,-0.4743258521037861,-0.4841333019887193,-0.5696840153107805
0,0.8252086287077022,0,-0.8991114124605749,1.3378995591147234,-0.4743258521037861,-0.28380934129953256,-0.5696840153107805
1,0.8252086287077022,0,-1.2077278968417713,0.4313502389523841,-0.4743258521037861,-0.41987460999558585,1.0031392443515916
0,0.8252086287077022,0,0.7982792516360054,0.4313502389523841,-0.4743258521037861,-0.4554436895282076,-0.5696840153107805
0,-0.3735012910980943,0,-0.20472432260288295,0.4313502389523841,-0.4743258521037861,-0.22341015717213955,-0.5696840153107805
0,0.8252086287077022,1,0.00352372718875205,-0.4751990812099552,-0.4743258521037861,-0.48723782005286725,1.0031392443515916
1,-0.3735012910980943,0,-2.0564232288900617,0.4313502389523841,2.006119339191895,0.1909121394926757,1.0031392443515916
1,0.8252086287077022,0,-0.8219572913652758,-0.4751990812099552,-0.4743258521037861,-0.4875720288717055,2.5759625040139635
0,0.8252086287077022,1,0.00352372718875205,-0.4751990812099552,-0.4743258521037861,-0.4841333019887193,-0.5696840153107805
0,0.8252086287077022,1,0.00352372718875205,0.4313502389523841,-0.4743258521037861,-0.33414199473902667,2.5759625040139635
1,0.8252086287077022,0,0.00352372718875205,-0.4751990812099552,-0.4743258521037861,-0.49017322040145855,2.5759625040139635
0,0.8252086287077022,1,0.00352372718875205,1.3378995591147234,-0.4743258521037861,-0.20973578188569775,1.0031392443515916
0,0.8252086287077022,0,-0.8991114124605749,0.4313502389523841,-0.4743258521037861,-0.28783595357469205,-0.5696840153107805
0,0.8252086287077022,1,-1.747806744508865,3.1509981994394023,0.7658967435440545,0.15282642728807924,-0.5696840153107805
0,0.8252086287077022,1,-0.6676490491746776,-0.4751990812099552,-0.4743258521037861,-0.48916656733266867,-0.5696840153107805
1,-1.5722112109038908,0,1.4926663414936974,0.4313502389523841,-0.4743258521037861,0.8985892468519636,1.0031392443515916
1,-0.3735012910980943,0,-0.050416080412284736,0.4313502389523841,-0.4743258521037861,-0.12274485029315124,-0.5696840153107805
0,-1.5722112109038908,1,2.7271322790184835,-0.4751990812099552,0.7658967435440545,0.6016265915589479,1.0031392443515916
1,-1.5722112109038908,1,0.00352372718875205,-0.4751990812099552,-0.4743258521037861,0.06851923277692655,-0.5696840153107805
1,-0.3735012910980943,0,-0.6676490491746776,-0.4751990812099552,-0.4743258521037861,-0.434807301618015,-0.5696840153107805
0,0.8252086287077022,1,-0.08899314095993428,-0.4751990812099552,-0.4743258521037861,-0.500658518765974,1.0031392443515916
1,-0.3735012910980943,0,-1.9021149866994633,0.4313502389523841,2.006119339191895,-0.08751199288550533,-0.5696840153107805
0,0.8252086287077022,1,-1.4391902601276687,4.057547519601742,2.006119339191895,0.29803613246101984,-0.5696840153107805
0,0.8252086287077022,1,-0.5904949280793784,-0.4751990812099552,-0.4743258521037861,-0.500658518765974,1.0031392443515916
0,-1.5722112109038908,1,1.1840498571125009,0.4313502389523841,-0.4743258521037861,1.0344028522808193,-0.5696840153107805
0,0.8252086287077022,1,-1.9792691077947624,2.244448879277063,2.006119339191895,-0.08449203367913571,-0.5696840153107805
0,-1.5722112109038908,1,0.00352372718875205,-0.4751990812099552,-0.4743258521037861,-0.08809987827767862,1.0031392443515916
1,0.8252086287077022,1,0.00352372718875205,0.4313502389523841,0.7658967435440545,-0.33925981894075447,1.0031392443515916
1,-0.3735012910980943,0,-0.050416080412284736,-0.4751990812099552,-0.4743258521037861,-0.434807301618015,-0.5696840153107805
0,0.8252086287077022,1,-0.8219572913652758,-0.4751990812099552,-0.4743258521037861,-0.4819528914417204,-0.5696840153107805
1,0.8252086287077022,0,-0.976265533555874,3.1509981994394023,2.006119339191895,-0.48664993466069395,-0.5696840153107805
0,0.8252086287077022,1,-0.28187844369818205,1.3378995591147234,-0.4743258521037861,-0.4718018018960432,-0.5696840153107805
0,-0.3735012910980943,1,0.18104628287361257,-0.4751990812099552,-0.4743258521037861,-0.434807301618015,-0.5696840153107805
0,0.8252086287077022,0,-1.0534196546511732,4.057547519601742,2.006119339191895,0.29803613246101984,-0.5696840153107805
0,-0.3735012910980943,1,-0.6676490491746776,-0.4751990812099552,-0.4743258521037861,0.8335755650572377,-0.5696840153107805
0,0.8252086287077022,1,-0.28187844369818205,0.4313502389523841,-0.4743258521037861,-0.3551971503258359,1.0031392443515916
1,0.8252086287077022,1,0.18104628287361257,-0.4751990812099552,-0.4743258521037861,0.4912289628108992,-0.5696840153107805
0,0.8252086287077022,1,-0.35903256479348117,-0.4751990812099552,-0.4743258521037861,-0.4921865265390384,-0.5696840153107805
0,0.8252086287077022,1,0.00352372718875205,-0.4751990812099552,-0.4743258521037861,-0.48723782005286725,-0.5696840153107805
0,0.8252086287077022,1,0.00352372718875205,-0.4751990812099552,-0.4743258521037861,-0.4841333019887193,-0.5696840153107805
1,-0.3735012910980943,1,-2.2238476716668605,-0.4751990812099552,2.006119339191895,-0.06234566616575826,-0.5696840153107805
1,0.8252086287077022,0,0.026738040683014372,-0.4751990812099552,-0.4743258521037861,-0.3950445054008146,-0.5696840153107805
0,0.8252086287077022,1,-0.5904949280793784,-0.4751990812099552,-0.4743258521037861,-0.4650068936817115,-0.5696840153107805
